ID,Reference,Deal date,Status,Product,Group,Purchase value,Discount,Purchase price,New business,Gross revenue,Claim count,Reinvestment,Setup fee,Other fee,Adjustments,Release amount,Paid by insurance,Denied by insurance,Received insurance response,Pending insurance response,Expected total,Provisions,Expected till date,Collected till date
644e8b01f36473fc5eded30c,2304/000568/NEO-JABALALI/0001,30-Apr-23,Completed,claim,NEO GROUP,83465.83,0.06,78151.08,78151.08,5314.75,2309,0,2500,0,0,75651.08,82907.38,558.45,83465.83,0,82535.86,929.97,82535.86,83465.83
644e8b7cf36473fc5edf4363,2304/000569/NEO-DIP/0001,30-Apr-23,Completed,claim,NEO GROUP,52048.51,0.06,48839.93,48839.93,3208.58,1375,0,2500,0,0,46339.93,51997.77,50.74,52048.51,0,51378.17,670.34,51378.17,52048.51
644e8bc4f36473fc5edf8930,2304/000570/NEO-QUSAIS/0001,30-Apr-23,Completed,claim,NEO GROUP,161730.68,0.06,151937.98,151937.98,9792.7,2459,0,2500,0,0,149437.98,161645.71,84.97,161730.68,0,160019.64,1711.04,160019.64,161730.68
644e8c0df36473fc5ee01789,2304/000571/NEO-ALQUOZ/0001,30-Apr-23,Completed,claim,NEO GROUP,34915.62,0.06,32804.33,32804.33,2111.29,388,0,2500,0,0,30304.33,34914.86,0.76,34915.62,0,34541.81,373.81,34541.81,34915.62
644f6dedf36473fc5ee1da43,2305/000572/LIFEWORKS/0082,01-May-23,Completed,claim,LIFEWORKS,43052.52,0.07,40013.45,0,3039.07,66,0,0,125,0,39888.45,37907.96,5144.56,43052.52,0,42621.99,430.53,42621.99,43052.52
6450189be884e97fb7e6559f,2305/000573/INFINTI/0024,01-May-23,Completed,claim,INFINTI,45242.15,0.06,42527.62,0,2714.53,384,0,0,125,0,42402.62,43070.8,2171.35,45242.15,0,44760.32,481.83,44760.32,45242.15
6450b37fe884e97fb7e6f545,2305/000575/LIFEWORKS/0083,02-May-23,Completed,claim,LIFEWORKS,11500.56,0.07,10692.07,0,808.49,19,0,0,125,0,10567.07,11049.9,450.66,11500.56,0,11385.55,115.01,11385.55,11500.56
645201dfc251ef94fcb0cbc8,2305/000576/LIFEWORKS/0084,03-May-23,Completed,claim,LIFEWORKS,14353.18,0.07,13358.83,0,994.35,24,0,0,125,0,13233.83,14351.9,1.28,14353.18,0,14209.65,143.53,14209.65,14353.18
6452089ec251ef94fcb122b4,2305/000578/ALMAZROUI/0025,03-May-23,Completed,claim,ALMAZROUI,226996,0.06,213149.24,0,13846.76,78,9758,0,125,0,203266.24,185318,41678,226996,0,224162.35,2833.65,224162.35,226996
64534ad4438b46a44f25758c,2305/000579/ALAFDAL/0035,04-May-23,Completed,claim,ALAFDAL,26696.47,0.06,24984.41,504.2,1712.06,200,0,0,125,0,24859.41,25497.55,1198.92,26696.47,0,26396.66,299.81,26396.66,26696.47
64534d25438b46a44f2586a2,2305/000580/LIFEWORKS/0085,04-May-23,Completed,claim,LIFEWORKS,16703.58,0.06,15624.13,0,1079.45,26,0,0,125,0,15499.13,16702.04,1.54,16703.58,0,16536.54,167.04,16536.54,16703.58
6453570c438b46a44f259ba7,2305/000581/ANQOOD-BR/0018,04-May-23,Completed,claim,ANQOOD-BR,45356.4,0.05,43088.58,0,2267.82,425,0,0,125,0,42963.58,45356.4,0,45356.4,0,44902.84,453.56,44902.84,45356.4
645361d5438b46a44f25c1f1,2305/000582/VASAN/0013,04-May-23,Completed,claim,VASAN GROUP,81947.97,0.07,76621.35,0,5326.62,269,4797,0,125,0,71699.35,79292.46,2655.51,81947.97,0,81115.43,832.54,81115.43,81947.97
64536518438b46a44f25d4ee,2305/000583/TRANSFORM/0026,04-May-23,Completed,claim,TRANSFORM,46288.07,0.06,43615.48,0,2672.59,120,11000,0,125,0,32490.48,41435.94,4852.13,46288.07,0,45805.41,482.66,45805.41,46288.07
6453c500dd542fc123ab7b66,2305/000584/OPENMINDS/0019,04-May-23,Completed,claim,OPENMINDS,592042.27,0.06,556519.73,0,35522.54,944,16581,0,125,0,539813.73,582096.67,9945.6,592042.27,0,584629.53,7412.74,584629.53,592042.27
6454a36cdd542fc123ac45f9,2305/000585/ALSAHA/0001,05-May-23,Completed,claim,ALSAHA,229965.53,0.09,208917,208917,21048.53,452,0,13000,125,0,195792,197728.49,32237.04,229965.53,0,227415.52,2550.01,227415.52,229965.53
6454dad3dd542fc123ad41fe,2305/000586/LIFEWORKS/0086,05-May-23,Completed,claim,LIFEWORKS,21480.7,0.07,20030.66,0,1450.04,35,0,0,125,0,19905.66,20671.7,809,21480.7,0,21265.89,214.81,21265.89,21480.7
6454dea4dd542fc123ad5146,2305/000587/ALOLAMA-ETIHAD/0032,05-May-23,Completed,claim,SULTAN AL OLAMA GROUP,116504.17,0.05,110678.96,0,5825.21,215,6871,0,125,0,103682.96,114757.27,1746.9,116504.17,0,115281.21,1222.96,115281.21,116504.17
6454dec1dd542fc123ad5e86,2305/000588/ALOLAMA-ICP/0015,05-May-23,Completed,claim,SULTAN AL OLAMA GROUP,8597.2,0.05,8167.34,0,429.86,8,0,0,0,0,8167.34,8597.2,0,8597.2,0,8510.13,87.07,8510.13,8597.2
6454ded6dd542fc123ad5fdc,2305/000589/ALOLAMA-BARSHA/0032,05-May-23,Completed,claim,SULTAN AL OLAMA GROUP,35927.78,0.05,34131.39,0,1796.39,50,0,0,0,0,34131.39,35801.09,126.69,35927.78,0,35553.01,374.77,35553.01,35927.78
6454dee9dd542fc123ad63fc,2305/000590/ALOLAMA/0018,05-May-23,Completed,claim,SULTAN AL OLAMA GROUP,12370.12,0.05,11751.61,0,618.51,17,0,0,0,0,11751.61,12370.12,0,12370.12,0,12244.06,126.06,12244.06,12370.12
6454f763dd542fc123ad9a40,2305/000591/LIFEWORKS/0087,05-May-23,Completed,claim,LIFEWORKS,10198.6,0.07,9449.69,0,748.91,17,0,0,125,0,9324.69,10197.5,1.1,10198.6,0,10096.61,101.99,10096.61,10198.6
6458994fe4526d6adaeb943a,2305/000592/LIFEWORKS/0088,08-May-23,Completed,claim,LIFEWORKS,16633,0.07,15500.26,0,1132.74,25,0,0,125,0,15375.26,14875.56,1757.44,16633,0,16466.67,166.33,16466.67,16633
6459ebc077013fe40324a75a,2305/000593/LIFEWORKS/0089,09-May-23,Completed,claim,LIFEWORKS,19530.04,0.07,18245.09,0,1284.95,28,4895,0,125,0,13225.09,19076.46,453.58,19530.04,0,19331.43,198.61,19331.43,19530.04
645a2ebb635bd63f53d7c6e6,2305/000594/EXCELLENT/0008,09-May-23,Completed,claim,EXCELLENT,88738.63,0.07,82813.36,0,5925.27,974,0,0,125,0,82688.36,51877.77,36860.86,88738.63,0,87704.17,1034.46,87704.17,88738.63
645b5408635bd63f53d86ce1,2305/000595/LIFEWORKS/0090,10-May-23,Completed,claim,LIFEWORKS,14838.6,0.07,13825.16,0,1013.44,28,0,0,125,0,13700.16,13937.5,901.1,14838.6,0,14684.26,154.34,14684.26,14838.6
645c93726772eb863dcb2c1d,2305/000596/LIFEWORKS/0091,11-May-23,Completed,claim,LIFEWORKS,14499.64,0.07,13514.78,0,984.86,21,0,0,125,0,13389.78,13938.1,561.54,14499.64,0,14354.64,145,14354.64,14499.64
645c97b66772eb863dcb360b,2305/000597/ALAFDAL/0036,11-May-23,Completed,claim,ALAFDAL,45958.69,0.06,43025.3,0,2933.39,288,0,0,125,0,42900.3,41140.26,4818.43,45958.69,0,45492.33,466.36,45492.33,45958.69
645c98856772eb863dcb46ba,2305/000598/TRANSFORM/0027,11-May-23,Completed,claim,TRANSFORM,31216.51,0.06,29363.91,0,1852.6,89,14620,0,125,0,14618.91,24056.26,7160.25,31216.51,0,30889.33,327.18,30889.33,31216.51
645cdddd6772eb863dcc3cd6,2305/000600/ALMAZROUI/0026,11-May-23,Completed,claim,ALMAZROUI,64444.3,0.06,60513.2,0,3931.1,81,7612,0,125,0,52776.2,62013,2431.3,64444.3,0,63640.08,804.22,63640.08,64444.3
645ce01e6772eb863dcc44f6,2305/000601/ALOLAMA-ETIHAD/0033,11-May-23,Completed,claim,SULTAN AL OLAMA GROUP,100703.3,0.05,95668.13,0,5035.17,159,5866,0,125,0,89677.13,99872.6,830.7,100703.3,0,99652.72,1050.58,99652.72,100703.3
645ce0516772eb863dcc5046,2305/000602/ALOLAMA-BARSHA/0033,11-May-23,Completed,claim,SULTAN AL OLAMA GROUP,37426.05,0.05,35554.75,0,1871.3,19,0,0,0,0,35554.75,37020.6,405.45,37426.05,0,37045.71,380.34,37045.71,37426.05
645ce0676772eb863dcc5354,2305/000603/ALOLAMA/0019,11-May-23,Completed,claim,SULTAN AL OLAMA GROUP,5117.6,0.05,4861.72,0,255.88,5,0,0,0,0,4861.72,5057.6,60,5117.6,0,5063.74,53.86,5063.74,5117.6
645ce07e6772eb863dcc54dd,2305/000604/ALOLAMA-SZR/0021,11-May-23,Completed,claim,SULTAN AL OLAMA GROUP,9372.3,0.05,8903.68,0,468.62,22,0,0,0,0,8903.68,9294.3,78,9372.3,0,9272.74,99.56,9272.74,9372.3
645ddf9c6772eb863dcca2f2,2305/000605/HIGHLIFE/0005,12-May-23,Completed,claim,HIGHLIFE,51992.35,0.08,47960.83,30122.32,4031.52,791,6243,0,125,0,41592.83,47966.6,4025.75,51992.35,0,51365.12,627.23,51365.12,51992.35
645df79c166799d5b2f5fcae,2305/000606/LIFEWORKS/0092,12-May-23,Completed,claim,LIFEWORKS,8844.34,0.06,8277.28,0,567.06,14,0,0,125,0,8152.28,8843.48,0.86,8844.34,0,8755.9,88.44,8755.9,8844.34
6461d96b9a7f85050258a510,2305/000607/LIFEWORKS/0093,15-May-23,Completed,claim,LIFEWORKS,36347.61,0.07,33897.73,0,2449.88,57,1657,0,125,0,32115.73,34392.08,1955.53,36347.61,0,35984.13,363.48,35984.13,36347.61
6461f8d73825633b0b261099,2305/000609/AFAQ/0017,15-May-23,Completed,claim,AFAQ,422550,0.05,401422.5,0,21127.5,48,0,0,125,0,401297.5,422550,0,422550,0,418184.25,4365.75,418184.25,422550
64632b3f0640a37cc7053bf4,2305/000610/LIFEWORKS/0094,16-May-23,Completed,claim,LIFEWORKS,9674.54,0.07,8989.69,0,684.85,14,0,0,125,0,8864.69,9223.87,450.67,9674.54,0,9577.79,96.75,9577.79,9674.54
646474bd239780162294404d,2305/000611/LIFEWORKS/0095,17-May-23,Completed,claim,LIFEWORKS,15704.16,0.07,14660.98,0,1043.18,24,0,0,125,0,14535.98,15702.4,1.76,15704.16,0,15547.12,157.04,15547.12,15704.16
6464750623978016229442f6,2305/000612/TRANSFORM/0028,17-May-23,Completed,claim,TRANSFORM,38539.76,0.05,36454.87,0,2084.89,110,18330,0,125,0,17999.87,32282.85,6256.91,38539.76,0,38140.36,399.4,38140.36,38539.76
6464bdad239780162294b2d6,2305/000614/ALMAZROUI/0027,17-May-23,Completed,claim,ALMAZROUI,165146.9,0.06,155072.94,0,10073.96,54,10155,0,125,0,144792.94,144668.5,20478.4,165146.9,0,163083.35,2063.55,163083.35,165146.9
6465c9d583851aa7982038b7,2305/000615/LIFEWORKS/0096,18-May-23,Completed,claim,LIFEWORKS,12733.04,0.07,11894.14,0,838.9,19,0,0,125,0,11769.14,12282.6,450.44,12733.04,0,12605.71,127.33,12605.71,12733.04
646624d403881e87cb67458e,2305/000616/INFINTI/0025,18-May-23,Completed,claim,INFINTI,64102.83,0.06,60256.66,0,3846.17,578,0,0,125,0,60131.66,61359.24,2743.59,64102.83,0,63422.46,680.37,63422.46,64102.83
646717f4667ff8c1177f7f04,2305/000617/LIFEWORKS/0097,19-May-23,Completed,claim,LIFEWORKS,12148.8,0.06,11359.74,0,789.06,21,0,0,125,0,11234.74,11887.3,261.5,12148.8,0,12026.2,122.6,12026.2,12148.8
646732bb667ff8c1177fbf4d,2305/000618/ANQOOD-BR/0019,19-May-23,Completed,claim,ANQOOD-BR,61020.26,0.05,57969.25,0,3051.01,571,10767,0,125,0,47077.25,61020.26,0,61020.26,0,60410.06,610.2,60410.06,61020.26
6467763ab935b5e6898b2dbe,2305/000619/ALOLAMA-ETIHAD/0034,19-May-23,Completed,claim,SULTAN AL OLAMA GROUP,51017.45,0.05,48466.58,0,2550.87,109,0,0,125,0,48341.58,50898.12,119.33,51017.45,0,50456.71,560.74,50456.71,51017.45
64677652b935b5e6898b3581,2305/000620/ALOLAMA-SZR/0022,19-May-23,Completed,claim,SULTAN AL OLAMA GROUP,5781.5,0.05,5492.43,0,289.07,14,0,0,0,0,5492.43,5781.49,0.01,5781.5,0,5722.12,59.38,5722.12,5781.5
646b0c5d4e54276a82b70482,2305/000621/LIFEWORKS/0098,22-May-23,Completed,claim,LIFEWORKS,34825.73,0.07,32397,0,2428.73,53,0,0,125,0,32272,33774.58,1051.15,34825.73,0,34472.08,353.65,34472.08,34825.73
646b38d74e54276a82b77acd,2305/000622/ALAFDAL/0037,22-May-23,Completed,claim,ALAFDAL,35371.64,0.06,33115.59,0,2256.05,213,0,0,125,0,32990.59,32833.62,2538.02,35371.64,0,34951.17,420.47,34951.17,35371.64
646b6bdb4e54276a82b7ede1,2305/000623/WECARE/0001,22-May-23,Completed,claim,WECARE,46868.63,0.06,44056.51,44056.51,2812.12,369,0,3000,0,0,41056.51,46321.5,547.13,46868.63,0,46517.16,351.47,46517.16,46868.63
646c84e15a45df6ffc82deb1,2305/000624/LIFEWORKS/0099,23-May-23,Completed,claim,LIFEWORKS,11348.64,0.07,10608.53,0,740.11,19,0,0,125,0,10483.53,11344.4,4.24,11348.64,0,11235.15,113.49,11235.15,11348.64
646c85125a45df6ffc82e023,2305/000625/TRANSFORM/0029,23-May-23,Completed,claim,TRANSFORM,40117.08,0.05,37959.68,0,2157.4,65,19000,0,125,0,18834.68,34128.33,5988.75,40117.08,0,39693.87,423.21,39693.87,40117.08
646cc11f0721c8879edb6ea7,2305/000626/ALSAHA/0002,23-May-23,Completed,claim,ALSAHA,209498.67,0.08,192425.05,192425.05,17073.62,2081,55626,0,125,0,136674.05,189112.23,20386.44,209498.67,0,206602.01,2896.66,206602.01,209498.67
646dba1d935066106ae788f5,2305/000631/LIFEWORKS/0100,24-May-23,Completed,claim,LIFEWORKS,11442.56,0.07,10672.23,0,770.33,19,0,0,125,0,10547.23,10864.9,577.66,11442.56,0,11328.13,114.43,11328.13,11442.56
646dbe60935066106ae790cc,2305/000632/ALMAZROUI/0028,24-May-23,Completed,claim,ALMAZROUI,128115.5,0.06,120300.45,0,7815.05,75,1179,0,125,0,118996.45,121280,6835.5,128115.5,0,126512.29,1603.21,126512.29,128115.5
646f1739b8de6b8bae097921,2305/000633/LIFEWORKS/0101,25-May-23,Completed,claim,LIFEWORKS,13235.6,0.07,12371.86,0,863.74,20,0,0,125,0,12246.86,12503.2,732.4,13235.6,0,13103.24,132.36,13103.24,13235.6
64704a25245e9d5308ae6e41,2305/000634/LIFEWORKS/0102,26-May-23,Completed,claim,LIFEWORKS,12270.72,0.07,11419.85,0,850.87,20,0,0,125,0,11294.85,12268.97,1.75,12270.72,0,12148.01,122.71,12148.01,12270.72
64704f2c245e9d5308ae8fa4,2305/000635/AFAQ/0018,26-May-23,Completed,claim,AFAQ,373950,0.05,355252.5,0,18697.5,25,0,0,125,0,355127.5,373950,0,373950,0,370086.82,3863.18,370086.82,373950
6470504d245e9d5308aea155,2305/000636/VALIANT/0028,26-May-23,Executed,claim,VALIANT GROUP,1365352.97,0.06,1280018.41,0,85334.56,1785,1279893,0,125,0,0.41,1155431.21,209921.76,1365352.97,0,1349847.66,15505.31,1349847.66,1207720.47
647051ab245e9d5308af06d6,2305/000637/ANAYA/0004,26-May-23,Completed,claim,ANAYA GROUP,46047.47,0.07,42966.36,7198.57,3081.11,1134,9155,0,125,0,33686.36,43965.93,2081.54,46047.47,0,45574.09,473.38,45574.09,46047.47
647051cb245e9d5308af4c85,2305/000638/ANAYA-BR/0004,26-May-23,Completed,claim,ANAYA GROUP,68285.56,0.07,63828.46,25613.32,4457.1,2304,40980,0,0,0,22848.46,65335.16,2950.4,68285.56,0,67580.4,705.16,67580.4,68285.56
647051f6245e9d5308afcbae,2305/000639/FAJR/0004,26-May-23,Completed,claim,ANAYA GROUP,40528.02,0.07,37816.82,2838.33,2711.2,631,5398,0,125,0,32293.82,40486.2,41.82,40528.02,0,40112,416.02,40112,40528.02
6470520b245e9d5308aff39c,2305/000640/FAJR-BR/0004,26-May-23,Completed,claim,ANAYA GROUP,46926.64,0.07,43594.49,17955.06,3332.15,1182,18695,0,0,0,24899.49,46753.44,173.2,46926.64,0,46442.63,484.01,46442.63,46926.64
647054e3245e9d5308b09948,2305/000642/HIGHLIFE/0006,26-May-23,Completed,claim,HIGHLIFE,57832.92,0.08,53321.04,32228.42,4511.88,941,0,0,125,0,53196.04,52373.5,5459.42,57832.92,0,57254.59,578.33,57254.59,57832.92
647446c9398b8df1887396c4,2305/000643/LIFEWORKS/0103,29-May-23,Completed,claim,LIFEWORKS,22321.62,0.07,20814.47,0,1507.15,36,0,0,125,0,20689.47,20994.05,1327.57,22321.62,0,22098.4,223.22,22098.4,22321.62
64745541398b8df18873d9b9,2305/000644/ALAFDAL/0038,29-May-23,Completed,claim,ALAFDAL,21912.54,0.07,20467.14,0,1445.4,143,3257,0,125,0,17085.14,21426.8,485.74,21912.54,0,21663,249.54,21663,21912.54
64745b21398b8df18873ec20,2305/000645/ALOLAMA-ETIHAD/0035,29-May-23,Completed,claim,SULTAN AL OLAMA GROUP,91102.16,0.05,86547.05,0,4555.11,204,0,0,125,0,86422.05,89364.66,1737.5,91102.16,0,90119.13,983.03,90119.13,91102.16
64745b6d398b8df1887401ad,2305/000646/ALOLAMA/0020,29-May-23,Completed,claim,SULTAN AL OLAMA GROUP,15304.9,0.05,14539.65,0,765.25,15,0,0,0,0,14539.65,14236.3,1068.6,15304.9,0,15146.82,158.08,15146.82,15304.9
64745b82398b8df1887403f8,2305/000647/ALOLAMA-SZR/0023,29-May-23,Completed,claim,SULTAN AL OLAMA GROUP,11322.3,0.05,10756.18,0,566.12,13,0,0,0,0,10756.18,11322.3,0,11322.3,0,11202.96,119.34,11202.96,11322.3
64746f09398b8df1887473e4,2305/000648/24CARE/0002,29-May-23,Completed,claim,24CARE,246525,0.05,234198.75,0,12326.25,4,0,0,125,0,234073.75,246525,0,246525,0,244059.75,2465.25,244059.75,246525
6474b097398b8df18874e503,2305/000649/WECARE/0002,29-May-23,Completed,claim,WECARE,23641.62,0.06,22223.12,22223.12,1418.5,82,0,2000,0,0,20223.12,23117.59,524.03,23641.62,0,23405.2,236.42,23405.2,23641.62
6474b1a0398b8df188751bc9,2305/000650/EXCELLENT/0009,29-May-23,Completed,claim,EXCELLENT,151224.56,0.07,140763.41,0,10461.15,1561,77440,0,125,0,63198.41,121695.65,29528.91,151224.56,0,149393.46,1831.1,149393.46,151224.56
6474d0378f293788624a7d4e,2305/000651/OPENMINDS/0020,29-May-23,Completed,claim,OPENMINDS,734979.34,0.06,690880.58,0,44098.76,1154,0,0,125,0,690755.58,720701.94,14277.4,734979.34,0,730039.59,4939.75,730039.59,734979.34
6475a89b159b9ad358bb4ce0,2305/000652/LIFEWORKS/0104,30-May-23,Completed,claim,LIFEWORKS,23445.28,0.07,21907.71,0,1537.57,36,0,0,125,0,21782.71,23442.2,3.08,23445.28,0,23210.83,234.45,23210.83,23445.28
6475a8c2159b9ad358bb4fb1,2305/000653/TRANSFORM/0030,30-May-23,Completed,claim,TRANSFORM,77095.72,0.05,72977.02,0,4118.7,166,36500,0,125,4000,32352.02,62173.55,14922.17,77095.72,0,76281.1,814.62,76281.1,77095.72
6475c7a69ad2c152899a3a3c,2305/000654/ANQOOD/0016,30-May-23,Completed,claim,ANQOOD,48019.2,0.06,45378.14,0,2641.06,325,45378,0,0,0,0.14,48019.2,0,48019.2,0,47482.79,536.41,47482.79,48019.2
6475c7b99ad2c152899a47b4,2305/000655/ANQOOD-BR/0020,30-May-23,Completed,claim,ANQOOD-BR,40062.5,0.05,38059.38,0,2003.12,317,10000,0,125,0,27934.38,39845.6,216.9,40062.5,0,39862.19,200.31,39862.19,40062.5
6475c7d59ad2c152899a53dc,2305/000656/INFINTI/0026,30-May-23,Completed,claim,INFINTI,87016.55,0.06,81795.56,0,5220.99,739,0,0,125,0,81670.56,67749.89,19266.66,87016.55,0,86499.3,517.25,86499.3,87016.55
6476e25931a4efd8f7b20108,2305/000657/VASAN/0014,31-May-23,Completed,claim,VASAN GROUP,153508.65,0.06,143530.59,0,9978.06,233,52937,0,125,8715.68,81752.91,137764.23,15744.42,153508.65,0,151970.11,1538.54,151970.11,153508.65
64770d1e31a4efd8f7b25835,2305/000658/LIFEWORKS/0105,31-May-23,Completed,claim,LIFEWORKS,16002.96,0.06,15046.04,0,956.92,26,2324,0,125,0,12597.04,14991,1011.96,16002.96,0,15842.93,160.03,15842.93,16002.96
64774ad831a4efd8f7b2aadb,2305/000659/LASER/0004,31-May-23,Completed,claim,LASER,48458.86,0.07,45066.74,0,3392.12,71,0,0,125,0,44941.74,45023.83,3435.03,48458.86,0,47900.48,558.38,47900.48,48458.86
6477859931a4efd8f7b2bfa4,2305/000660/RELEAF-DIP/0002,31-May-23,Completed,claim,RELEAF GROUP,50158.07,0.08,46241.96,40224.68,3916.11,1189,44146,0,125,0,1970.96,45125.78,5032.29,50158.07,0,49592.65,565.42,49592.65,50158.07
647785d331a4efd8f7b30a68,2305/000661/RELEAF-ALQUOZ2/0002,31-May-23,Completed,claim,RELEAF GROUP,115280.16,0.08,106109.86,102861.41,9170.3,3190,14427,0,0,0,91682.86,107640.64,7639.52,115280.16,0,113951.58,1328.58,113951.58,115280.16
6477860e31a4efd8f7b3d810,2305/000662/RELEAF-ALQUOZ1/0002,31-May-23,Completed,claim,RELEAF GROUP,15329.96,0.08,14111.5,13616.63,1218.46,402,7874,0,0,0,6237.5,13849.08,1480.88,15329.96,0,15143.9,186.06,15143.9,15329.96
6477865f31a4efd8f7b3f436,2305/000663/RELEAF-JABALALI/0002,31-May-23,Completed,claim,RELEAF GROUP,90969.23,0.08,84010.22,64155.51,6959.01,1842,35594,0,0,0,48416.22,84912.62,6056.61,90969.23,0,90011.98,957.25,90011.98,90969.23
64789568d5f3c91b7766d9b8,2305/000664/VALIANT/0029,31-May-23,Executed,claim,VALIANT GROUP,519363.22,0.06,486903.02,0,32460.2,460,486778,0,125,0,0.02,479333.34,40029.88,519363.22,0,513085.96,6277.26,513085.96,485987.86
647895e3d5f3c91b7766f794,2306/000665/VALIANT/0030,01-Jun-23,Executed,claim,VALIANT GROUP,52589.91,0.06,49303.04,0,3286.87,83,49303,0,0,0,0.04,40904.67,11685.24,52589.91,0,52010.87,579.04,52010.87,47278.11
6478a0b5d5f3c91b7766fc9d,2306/000666/LIFEWORKS/0106,01-Jun-23,Completed,claim,LIFEWORKS,7652.72,0.07,7147.04,0,505.68,16,0,0,125,0,7022.04,7075.5,577.22,7652.72,0,7576.19,76.53,7576.19,7652.72
64799c4e924ea36385aaa3d3,2306/000667/LIFEWORKS/0107,02-Jun-23,Completed,claim,LIFEWORKS,16250.42,0.07,15183.25,0,1067.17,25,0,0,125,0,15058.25,16249.1,1.32,16250.42,0,16087.92,162.5,16087.92,16250.42
647d89e393dc284401e6a487,2306/000668/LIFEWORKS/0108,05-Jun-23,Completed,claim,LIFEWORKS,22531.56,0.07,20996.21,0,1535.35,37,1481,0,125,0,19390.21,21660.01,871.55,22531.56,0,22306.24,225.32,22306.24,22531.56
647efd465be232c7934340e2,2306/000669/LIFEWORKS/0109,06-Jun-23,Completed,claim,LIFEWORKS,15017.02,0.07,13989.59,0,1027.43,23,0,0,125,0,13864.59,13779.58,1237.44,15017.02,0,14866.85,150.17,14866.85,15017.02
647efecb846833e3dd755c57,2306/000670/NEO-JABALALI/0002,06-Jun-23,Completed,claim,NEO GROUP,70206.54,0.07,65441.06,37582.02,4765.48,2060,38080,0,125,0,27236.06,69781.77,424.77,70206.54,0,69270.06,936.48,69270.06,70206.54
647eff07846833e3dd75c861,2306/000671/NEO-DIP/0002,06-Jun-23,Completed,claim,NEO GROUP,26856.2,0.07,25010.86,18541.76,1845.34,871,25011,0,0,0,-0.14,26653.52,202.68,26856.2,0,26526.59,329.61,26526.59,26856.2
647eff38846833e3dd75f943,2306/000672/NEO-QUSAIS/0002,06-Jun-23,Completed,claim,NEO GROUP,147202.03,0.07,136930.65,130804,10271.38,2648,99317,0,0,0,37613.65,146926.36,275.67,147202.03,0,145435.7,1766.33,145435.7,147202.03
647eff82846833e3dd768c30,2306/000673/NEO-ALQUOZ/0002,06-Jun-23,Completed,claim,NEO GROUP,22848.57,0.07,21254.33,20288.59,1594.24,403,19480,0,0,0,1774.33,22848.46,0.11,22848.57,0,22601.26,247.31,22601.26,22848.57
647f0197846833e3dd76a5a1,2306/000674/RELEAF-DIP/0003,06-Jun-23,Completed,claim,RELEAF GROUP,14029.09,0.07,12989.17,7852.51,1039.92,312,8474,0,125,0,4390.17,12404.2,1624.89,14029.09,0,13885.12,143.97,13885.12,14029.09
647f01b9846833e3dd76b7c7,2306/000675/RELEAF-ALQUOZ2/0003,06-Jun-23,Completed,claim,RELEAF GROUP,23879.86,0.08,21993.83,20475.22,1886.03,646,18456,0,0,0,3537.83,22119.5,1760.36,23879.86,0,23639.38,240.48,23639.38,23879.86
647f0239846833e3dd76dfbf,2306/000676/RELEAF-ALQUOZ1/0003,06-Jun-23,Completed,claim,RELEAF GROUP,2944.28,0.08,2715.25,2309.25,229.03,76,1855,0,0,0,860.25,2553.71,390.57,2944.28,0,2914.29,29.99,2914.29,2944.28
647f025d846833e3dd76e596,2306/000677/RELEAF-JABALALI/0003,06-Jun-23,Completed,claim,RELEAF GROUP,25227.59,0.07,23375.23,13037.68,1852.36,621,10531,0,0,0,12844.23,23067.02,2160.57,25227.59,0,24970.04,257.55,24970.04,25227.59
64802802014d38e5670e4ff4,2306/000678/ALMAZROUI/0029,07-Jun-23,Completed,claim,ALMAZROUI,117950.8,0.06,110755.8,0,7195,95,69178,0,125,0,41452.8,112142.7,5808.1,117950.8,0,116594.26,1356.54,116594.26,117950.8
64806980c5d4633a8bb0c84f,2306/000679/LIFEWORKS/0110,07-Jun-23,Completed,claim,LIFEWORKS,10231.94,0.07,9554.35,0,677.59,16,0,0,125,0,9429.35,9470.34,761.6,10231.94,0,10129.62,102.32,10129.62,10231.94
64819222382e8921bad70a5b,2306/000680/LIFEWORKS/0111,08-Jun-23,Completed,claim,LIFEWORKS,23470.04,0.07,21926.9,0,1543.14,39,0,0,125,0,21801.9,22465.9,1004.14,23470.04,0,23235.34,234.7,23235.34,23470.04
6481a336382e8921bad72777,2306/000681/ALSAHA/0003,08-Jun-23,Completed,claim,ALSAHA,44168.27,0.08,40565.55,0,3602.72,394,4555,0,125,0,35885.55,40870.68,3297.59,44168.27,0,43646.31,521.96,43646.31,44168.27
6482dac3f0ba593c045fa453,2306/000682/VALIANT/0031,09-Jun-23,Executed,claim,VALIANT GROUP,481304.79,0.06,451223.24,0,30081.55,495,451098,0,125,0,0.24,382154.42,99150.37,481304.79,0,475861.97,5442.82,475861.97,402355.42
6482dccff0ba593c045fc438,2306/000683/LIFEWORKS/0112,09-Jun-23,Completed,claim,LIFEWORKS,11752.56,0.07,10979.91,0,772.65,21,0,0,125,0,10854.91,11751.9,0.66,11752.56,0,11635.03,117.53,11635.03,11752.56
6486be4bc30948b0b424dd2c,2306/000684/ALOLAMA-ETIHAD/0036,12-Jun-23,Completed,claim,SULTAN AL OLAMA GROUP,233740.65,0.05,222053.62,0,11687.03,392,0,0,125,0,221928.62,230005.63,3735.02,233740.65,0,231300.66,2439.99,231300.66,233740.65
