Deal date,Status,Product,Purchase value,Discount,Purchase price,New business,Gross revenue,Claim count,Reinvestment,Setup fee,Other fee,Adjustments,Release amount,Paid by insurance,Denied by insurance,Received insurance response,Pending insurance response,Expected total,Provisions,Expected till date,Collected till date,Collected till date by owner,Expected IRR,Actual IRR
21-Mar-23,Executed,claim,437664.99,0.07,409080.98,0,28584.01,604,250000,0,125,0,158955.98,349582.67,88082.32,437664.99,0,432388.56,5276.43,432388.56,406086.21,437664.99,0.26,-0.05
22-Mar-23,Completed,claim,18646.7,0.07,17408.22,0,1238.48,28,0,0,125,0,17283.22,18646.7,0,18646.7,0,18460.23,186.47,18460.23,18646.7,18646.7,0.31,0.81
22-Mar-23,Completed,claim,23391.25,0.07,21772.87,0,1618.38,174,12967,0,125,0,8680.87,21132.33,2258.92,23391.25,0,23156.1,235.15,23156.1,23391.25,23391.25,0.26,0.61
24-Mar-23,Completed,claim,246998.85,0.06,231412.76,0,15586.09,93,231413,0,0,0,-0.24,232837.05,14161.8,246998.85,0,243650.74,3348.11,243650.74,246998.85,246998.85,0.23,0.31
24-Mar-23,Completed,claim,168457,0.07,157507.29,0,10949.71,2,0,0,125,0,157382.29,149710.51,18746.49,168457,0,166772.43,1684.57,166772.43,168457,168457,0.16,0.19
24-Mar-23,Completed,claim,31654.04,0.07,29569.16,0,2084.88,50,0,0,125,0,29444.16,31158.4,495.64,31654.04,0,31337.5,316.54,31337.5,31654.04,31654.04,0.32,0.82
27-Mar-23,Completed,claim,56651.26,0.07,52730.12,0,3921.14,102,0,0,125,0,52605.12,50608.59,6042.67,56651.26,0,56067.26,584,56067.26,56651.26,56651.26,0.32,0.79
27-Mar-23,Completed,claim,197100,0.05,187245,0,9855,14,0,0,125,0,187120,197100,0,197100,0,195064.08,2035.92,195064.08,197100,197100,0.22,0.87
27-Mar-23,Completed,claim,35555.26,0.07,33204.03,0,2351.23,58,0,0,125,0,33079.03,33752.8,1802.46,35555.26,0,35199.71,355.55,35199.71,35555.26,35555.26,0.31,0.8
27-Mar-23,Completed,claim,62100,0.05,58995,0,3105,7,0,0,0,0,58995,62100,0,62100,0,61458.54,641.46,61458.54,62100,62100,0.22,0.77
27-Mar-23,Completed,claim,53822.21,0.05,51131.1,0,2691.11,93,0,0,125,0,51006.1,53499.21,323,53822.21,0,53269.53,552.68,53269.53,53822.21,53822.21,0.21,0.65
27-Mar-23,Completed,claim,3778.6,0.05,3580.17,0,198.43,4,0,0,0,0,3580.17,3778.6,0,3778.6,0,3739.55,39.05,3739.55,3778.6,3778.6,0.24,1.09
28-Mar-23,Completed,claim,250792.89,0.06,235494.52,0,15298.37,196,0,0,125,0,235369.52,247315.46,3477.43,250792.89,0,247653.36,3139.53,247653.36,250792.89,250792.89,0.25,1.07
28-Mar-23,Executed,claim,373122.21,0.06,350083.01,0,23039.2,439,0,0,125,0,349958.01,301006.7,72115.51,373122.21,0,368305.65,4816.56,368305.65,337543.45,373122.21,0.23,-0.16
29-Mar-23,Completed,claim,27818.68,0.06,26017.32,0,1801.36,46,0,0,125,0,25892.32,27651.7,166.98,27818.68,0,27540.49,278.19,27540.49,27818.68,27818.68,0.31,0.57
29-Mar-23,Completed,claim,109179.18,0.06,102628.43,0,6550.75,926,0,0,125,0,102503.43,102641.49,6537.69,109179.18,0,108056.48,1122.7,108056.48,109179.18,109179.18,0.27,1.01
29-Mar-23,Executed,claim,188570.52,0.07,175936.3,175936.29,12634.22,798,0,0,125,0,175811.3,186056.11,2514.41,188570.52,0,186683.13,1887.39,186683.13,185624.54,188570.52,0.21,0.29
30-Mar-23,Completed,claim,50168.08,0.07,46896.26,0,3271.82,188,0,0,125,4000,42771.26,41734.31,8433.77,50168.08,0,49612.61,555.47,49612.61,50168.08,50168.08,0.29,0.43
30-Mar-23,Completed,claim,11352.52,0.07,10603.9,0,748.62,18,0,0,125,0,10478.9,11352.3,0.22,11352.52,0,11238.99,113.53,11238.99,11352.52,11352.52,0.31,0.7
31-Mar-23,Completed,claim,134562,0.07,125815.47,0,8746.53,253,18430,0,125,0,107260.47,97362.01,37199.99,134562,0,133128.02,1433.98,133128.02,134562,134562,0.32,0.4
31-Mar-23,Completed,claim,9781.04,0.06,9153.36,0,627.68,14,0,0,125,0,9028.36,9172.6,608.44,9781.04,0,9683.23,97.81,9683.23,9781.04,9781.04,0.3,0.66
3-Apr-23,Executed,claim,306887.15,0.06,287706.7,0,19180.45,212,0,0,125,0,287581.7,265112.7,41774.45,306887.15,0,302524.35,4362.8,302524.35,304690.83,306887.15,0.22,0.21
4-Apr-23,Completed,claim,40996.04,0.07,38302.98,0,2693.06,63,0,0,125,0,38177.98,40811.68,184.36,40996.04,0,40586.08,409.96,40586.08,40996.04,40996.04,0.22,0.54
5-Apr-23,Completed,claim,586430.53,0.06,551244.7,0,35185.83,931,0,0,125,0,551119.7,578435.01,7995.52,586430.53,0,579328.27,7102.26,579328.27,586430.53,586430.53,0.24,0.79
5-Apr-23,Completed,claim,11866.36,0.07,11066.97,0,799.39,19,0,0,125,0,10941.97,11203.2,663.16,11866.36,0,11747.7,118.66,11747.7,11866.36,11866.36,0.32,0.72
5-Apr-23,Completed,claim,35227.99,0.09,32057.47,0,3170.52,826,0,0,125,0,31932.47,33349.63,1878.36,35227.99,0,34875.71,352.28,34875.71,35227.99,35227.99,0.22,0.38
5-Apr-23,Completed,claim,109418.55,0.05,103947.62,0,5470.93,219,0,0,125,0,103822.62,108345.25,1073.3,109418.55,0,108280.05,1138.5,108280.05,109418.55,109418.55,0.21,0.45
5-Apr-23,Completed,claim,7718.32,0.05,7332.4,0,385.92,12,0,0,0,0,7332.4,7718.32,0,7718.32,0,7639.71,78.61,7639.71,7718.32,7718.32,0.24,1.06
5-Apr-23,Completed,claim,39448.72,0.05,37476.28,0,1972.44,66,0,0,0,0,37476.28,37777.92,1670.8,39448.72,0,39041,407.72,39041,39448.72,39448.72,0.22,0.41
5-Apr-23,Completed,claim,20773.75,0.05,19735.06,0,1038.69,32,0,0,0,0,19735.06,20773.74,0.01,20773.75,0,20553.57,220.18,20553.57,20773.75,20773.75,0.21,0.5
6-Apr-23,Completed,claim,49572.78,0.05,47094.14,0,2478.64,434,0,0,125,0,46969.14,49572.78,0,49572.78,0,49077.05,495.73,49077.05,49572.78,49572.78,0.23,1.05
6-Apr-23,Completed,claim,13255.08,0.07,12377.86,0,877.22,23,0,0,125,0,12252.86,13254.17,0.91,13255.08,0,13122.53,132.55,13122.53,13255.08,13255.08,0.33,0.85
6-Apr-23,Completed,claim,145451.5,0.06,136578.96,0,8872.54,55,0,0,125,0,136453.96,145445.5,6,145451.5,0,143627.24,1824.26,143627.24,145451.5,145451.5,0.25,1.14
7-Apr-23,Executed,claim,542311.19,0.06,508416.74,0,33894.45,426,134414,0,125,0,373877.74,487458.92,54852.27,542311.19,0,535712.66,6598.53,535712.66,536948.99,542311.19,0.23,0.18
7-Apr-23,Completed,claim,29134.95,0.07,26990.66,1864.98,2144.29,436,0,0,125,0,26865.66,27571.42,1563.53,29134.95,0,28741.55,393.4,28741.55,29134.95,29134.95,0.22,0.47
7-Apr-23,Completed,claim,87301,0.06,81844.69,0,5456.31,123,0,0,125,0,81719.69,71439.15,15861.85,87301,0,86312.94,988.06,86312.94,87301,87301,0.27,0.27
7-Apr-23,Executed,claim,39900.71,0.06,37406.92,0,2493.79,31,0,0,0,0,37406.92,14353.99,25546.72,39900.71,0,39501.7,399.01,39501.7,24915.28,39900.71,0.27,0
7-Apr-23,Completed,claim,10639.08,0.06,9952.29,0,686.79,17,0,0,125,0,9827.29,10011.17,627.91,10639.08,0,10532.69,106.39,10532.69,10639.08,10639.08,0.32,0.65
10-Apr-23,Completed,claim,26175.61,0.07,24418.32,0,1757.29,39,7230,0,125,0,17063.32,26173.59,2.02,26175.61,0,25913.85,261.76,25913.85,26175.61,26175.61,0.32,0.67
10-Apr-23,Completed,claim,26342.79,0.07,24568.2,0,1774.59,311,4851,0,125,0,19592.2,22816.92,3525.87,26342.79,0,26047.77,295.02,26047.77,26342.79,26342.79,0.24,0.42
11-Apr-23,Completed,claim,16152.56,0.07,15059.05,0,1093.51,25,0,0,125,0,14934.05,14485.9,1666.66,16152.56,0,15986.2,166.36,15986.2,16152.56,16152.56,0.33,0.83
11-Apr-23,Completed,claim,56604.28,0.07,52620.23,0,3984.05,92,21791,0,125,0,30704.23,49847.81,6756.47,56604.28,0,56033.31,570.97,56033.31,56604.28,56604.28,0.32,0.63
11-Apr-23,Executed,claim,124301.68,0.06,116532.82,0,7768.86,199,0,0,125,0,116407.82,98780.16,25521.52,124301.68,0,122909.46,1392.22,122909.46,119752.51,124301.68,0.26,0.09
12-Apr-23,Completed,claim,61953.33,0.06,57970.86,0,3982.47,134,0,0,125,0,57845.86,55916.75,6036.58,61953.33,0,61294.42,658.91,61294.42,61953.33,61953.33,0.28,0.47
12-Apr-23,Completed,claim,13014.4,0.07,12160.31,0,854.09,21,0,0,125,0,12035.31,13013.1,1.3,13014.4,0,12884.26,130.14,12884.26,13014.4,13014.4,0.32,0.71
13-Apr-23,Completed,claim,11681.3,0.06,10929.09,0,752.21,17,0,0,125,0,10804.09,11053.88,627.42,11681.3,0,11564.49,116.81,11564.49,11681.3,11681.3,0.32,0.76
13-Apr-23,Executed,claim,227342.44,0.06,213133.54,0,14208.9,298,0,0,125,0,213008.54,202226.32,25116.12,227342.44,0,224129.08,3213.36,224129.08,116846.63,227342.44,0.2,0
13-Apr-23,Completed,claim,233788.55,0.09,213916.52,0,19872.03,356,0,0,0,0,213916.52,213241.78,20546.77,233788.55,0,231450.66,2337.89,231450.66,233788.55,233788.55,0.19,0.21
14-Apr-23,Completed,claim,543750,0.05,516562.5,0,27187.5,58,0,0,125,0,516437.5,543750,0,543750,0,538132.75,5617.25,538132.75,543750,543750,0.22,1.21
14-Apr-23,Completed,claim,87167.94,0.05,82809.54,0,4358.4,168,19368,0,125,0,63316.54,85967.68,1200.26,87167.94,0,86268.27,899.67,86268.27,87167.94,87167.94,0.21,0.45
14-Apr-23,Completed,claim,14064.57,0.05,13361.34,0,703.23,23,0,0,0,0,13361.34,13568.7,495.87,14064.57,0,13920.24,144.33,13920.24,14064.57,14064.57,0.19,0.44
14-Apr-23,Completed,claim,3552.4,0.05,3374.78,0,177.62,3,0,0,0,0,3374.78,3552.4,0,3552.4,0,3516.88,35.52,3516.88,3552.4,3552.4,0.24,0.45
14-Apr-23,Completed,claim,1200,0.05,1140,0,60,1,0,0,0,0,1140,1200,0,1200,0,1188,12,1188,1200,1200,0.31,0.41
14-Apr-23,Completed,claim,159311.76,0.06,149593.74,0,9718.02,165,21349,0,125,0,128119.74,144438.68,14873.08,159311.76,0,157304.49,2007.27,157304.49,159311.76,159311.76,0.25,0.87
14-Apr-23,Completed,claim,203410.42,0.07,190114.2,0,13296.22,1995,0,0,125,0,189989.2,100896.12,102514.3,203410.42,0,201339.09,2071.33,201339.09,203410.42,203410.42,0.21,0.35
14-Apr-23,Completed,claim,12098.8,0.07,11251.88,0,846.92,19,0,0,125,0,11126.88,11648.6,450.2,12098.8,0,11977.81,120.99,11977.81,12098.8,12098.8,0.31,0.71
17-Apr-23,Completed,claim,19181.08,0.07,17922.12,0,1258.96,32,1061,0,125,0,16736.12,19100.2,80.88,19181.08,0,18989.27,191.81,18989.27,19181.08,19181.08,0.32,0.79
17-Apr-23,Completed,claim,17394.63,0.06,16350.95,0,1043.68,137,0,0,125,0,16225.95,16367.46,1027.17,17394.63,0,17219.84,174.79,17219.84,17394.63,17394.63,0.25,0.52
18-Apr-23,Completed,claim,39092.3,0.06,36582.88,0,2509.42,76,4639,0,125,0,31818.88,35380.24,3712.06,39092.3,0,38688.08,404.22,38688.08,39092.3,39092.3,0.28,0.48
18-Apr-23,Completed,claim,68486,0.06,64376.84,0,4109.16,569,0,0,125,0,64251.84,64292.56,4193.44,68486,0,67768.27,717.73,67768.27,68486,68486,0.26,1.54
18-Apr-23,Completed,claim,13576.6,0.06,12698.98,0,877.62,21,0,0,125,0,12573.98,12524.8,1051.8,13576.6,0,13440.83,135.77,13440.83,13576.6,13576.6,0.32,0.8
19-Apr-23,Completed,claim,11406.52,0.06,10677.82,0,728.7,19,0,0,125,0,10552.82,11406.3,0.22,11406.52,0,11292.45,114.07,11292.45,11406.52,11406.52,0.32,0.8
24-Apr-23,Completed,claim,13310.11,0.07,12440.1,0,870.01,20,0,0,125,0,12315.1,12270.5,1039.61,13310.11,0,13177.01,133.1,13177.01,13310.11,13310.11,0.31,0.82
24-Apr-23,Completed,claim,37028.52,0.05,35177.09,0,1851.43,299,0,0,125,0,35052.09,37028.52,0,37028.52,0,36658.23,370.29,36658.23,37028.52,37028.52,0.23,1.05
24-Apr-23,Completed,claim,104113,0.06,97762.11,0,6350.89,45,0,0,125,0,97637.11,103714.6,398.4,104113,0,102814.64,1298.36,102814.64,104113,104113,0.26,0.79
25-Apr-23,Completed,claim,10801.6,0.07,10095.83,0,705.77,18,0,0,125,0,9970.83,10800.5,1.1,10801.6,0,10693.58,108.02,10693.58,10801.6,10801.6,0.31,0.82
25-Apr-23,Completed,claim,59530.85,0.06,55846.34,0,3684.51,107,0,0,125,0,55721.34,51840.51,7690.34,59530.85,0,58920.67,610.18,58920.67,59530.85,59530.85,0.3,0.7
25-Apr-23,Completed,claim,67290.87,0.05,63926.33,0,3364.54,146,0,0,125,0,63801.33,66973.17,317.7,67290.87,0,66588.7,702.17,66588.7,67290.87,67290.87,0.2,0.49
25-Apr-23,Completed,claim,38975,0.05,37026.25,0,1948.75,20,0,0,0,0,37026.25,38975,0,38975,0,38568.81,406.19,38568.81,38975,38975,0.24,0.75
26-Apr-23,Completed,claim,30876.1,0.07,28798.46,0,2077.64,49,0,0,125,0,28673.46,30874.78,1.32,30876.1,0,30567.34,308.76,30567.34,30876.1,30876.1,0.32,0.81
27-Apr-23,Completed,claim,356700,0.05,338865,0,17835,29,0,0,125,0,338740,356700,0,356700,0,353015.5,3684.5,353015.5,356700,356700,0.22,0.8
27-Apr-23,Completed,claim,394500,0.06,370830,370830,23670,9,0,23000,0,0,347830,394500,0,394500,0,390555,3945,390555,394500,394500,0.33,1.6
28-Apr-23,Completed,claim,94489.61,0.07,87875.34,1000.21,6614.27,149,0,0,125,0,87750.34,93787.88,701.73,94489.61,0,93536.06,953.55,93536.06,94489.61,94489.61,0.28,0.61
28-Apr-23,Completed,claim,52024.01,0.07,48284.68,0,3739.33,1405,48160,0,125,0,-0.32,50242.98,1781.03,52024.01,0,51006.08,1017.93,51006.08,52024.01,52024.01,0.2,0.55
28-Apr-23,Completed,claim,86321.64,0.07,80125.79,0,6195.85,1231,80001,0,125,0,-0.21,86120.01,201.63,86321.64,0,84448.21,1873.43,84448.21,86321.64,86321.64,0.19,0.52
28-Apr-23,Completed,claim,64468.9,0.08,59585.48,0,4883.42,1077,59585,0,0,0,0.48,64180.94,287.96,64468.9,0,63483.76,985.14,63483.76,64468.9,64468.9,0.25,0.71
28-Apr-23,Completed,claim,54554.93,0.07,50789.96,0,3764.97,1726,10136,0,0,0,40653.96,51377.39,3177.54,54554.93,0,53831.54,723.39,53831.54,54554.93,54554.93,0.23,0.77
28-Apr-23,Completed,claim,150590.13,0.07,139467.36,113010.83,11122.77,1840,1502,0,125,0,137840.36,136945.54,13644.59,150590.13,0,148621.15,1968.98,148621.15,150590.13,150590.13,0.21,0.5
28-Apr-23,Executed,claim,1024444.97,0.06,960417.16,0,64027.81,1150,960292,0,125,0,0.16,877788.61,146656.36,1024444.97,0,1011748.89,12696.08,1011748.89,768162.89,1024444.97,0.19,-0.44
30-Apr-23,Completed,claim,112411.32,0.06,105534.39,105534.4,6876.93,2427,0,2500,125,0,102909.39,104272.94,8138.38,112411.32,0,111215.22,1196.1,111215.22,112411.32,112411.32,0.18,0.42
30-Apr-23,Completed,claim,133213.01,0.06,125159.99,125159.98,8053.02,3179,0,2500,0,0,122659.99,124162.86,9050.15,133213.01,0,131761.15,1451.86,131761.15,133213.01,133213.01,0.18,0.66
30-Apr-23,Completed,claim,15373.94,0.06,14441.57,14441.57,932.37,364,0,2500,0,0,11941.57,13719.1,1654.84,15373.94,0,15193.24,180.7,15193.24,15373.94,15373.94,0.17,0.64
30-Apr-23,Completed,claim,114587.97,0.06,107280.14,107280.14,7307.83,3132,0,2500,0,0,104780.14,111200.55,3387.42,114587.97,0,113242.45,1345.52,113242.45,114587.97,114587.97,0.2,0.52
30-Apr-23,Completed,claim,83465.83,0.06,78151.08,78151.08,5314.75,2309,0,2500,0,0,75651.08,82907.38,558.45,83465.83,0,82535.86,929.97,82535.86,83465.83,83465.83,0.2,0.55
30-Apr-23,Completed,claim,52048.51,0.06,48839.93,48839.93,3208.58,1375,0,2500,0,0,46339.93,51997.77,50.74,52048.51,0,51378.17,670.34,51378.17,52048.51,52048.51,0.19,0.53
30-Apr-23,Completed,claim,161730.68,0.06,151937.98,151937.98,9792.7,2459,0,2500,0,0,149437.98,161645.71,84.97,161730.68,0,160019.64,1711.04,160019.64,161730.68,161730.68,0.19,0.53
30-Apr-23,Completed,claim,34915.62,0.06,32804.33,32804.33,2111.29,388,0,2500,0,0,30304.33,34914.86,0.76,34915.62,0,34541.81,373.81,34541.81,34915.62,34915.62,0.18,0.54
1-May-23,Completed,claim,43052.52,0.07,40013.45,0,3039.07,66,0,0,125,0,39888.45,37907.96,5144.56,43052.52,0,42621.99,430.53,42621.99,43052.52,43052.52,0.32,0.91
1-May-23,Completed,claim,45242.15,0.06,42527.62,0,2714.53,384,0,0,125,0,42402.62,43070.8,2171.35,45242.15,0,44760.32,481.83,44760.32,45242.15,45242.15,0.27,1.41
2-May-23,Completed,claim,11500.56,0.07,10692.07,0,808.49,19,0,0,125,0,10567.07,11049.9,450.66,11500.56,0,11385.55,115.01,11385.55,11500.56,11500.56,0.32,0.68
3-May-23,Completed,claim,14353.18,0.07,13358.83,0,994.35,24,0,0,125,0,13233.83,14351.9,1.28,14353.18,0,14209.65,143.53,14209.65,14353.18,14353.18,0.32,0.69
3-May-23,Completed,claim,226996,0.06,213149.24,0,13846.76,78,9758,0,125,0,203266.24,185318,41678,226996,0,224162.35,2833.65,224162.35,226996,226996,0.26,1.27
4-May-23,Completed,claim,26696.47,0.06,24984.41,504.2,1712.06,200,0,0,125,0,24859.41,25497.55,1198.92,26696.47,0,26396.66,299.81,26396.66,26696.47,26696.47,0.23,0.46
4-May-23,Completed,claim,16703.58,0.06,15624.13,0,1079.45,26,0,0,125,0,15499.13,16702.04,1.54,16703.58,0,16536.54,167.04,16536.54,16703.58,16703.58,0.32,0.85
4-May-23,Completed,claim,45356.4,0.05,43088.58,0,2267.82,425,0,0,125,0,42963.58,45356.4,0,45356.4,0,44902.84,453.56,44902.84,45356.4,45356.4,0.23,0.85
4-May-23,Completed,claim,81947.97,0.07,76621.35,0,5326.62,269,4797,0,125,0,71699.35,79292.46,2655.51,81947.97,0,81115.43,832.54,81115.43,81947.97,81947.97,0.32,0.58
4-May-23,Completed,claim,46288.07,0.06,43615.48,0,2672.59,120,11000,0,125,0,32490.48,41435.94,4852.13,46288.07,0,45805.41,482.66,45805.41,46288.07,46288.07,0.24,0.48
4-May-23,Completed,claim,592042.27,0.06,556519.73,0,35522.54,944,16581,0,125,0,539813.73,582096.67,9945.6,592042.27,0,584629.53,7412.74,584629.53,592042.27,592042.27,0.24,0.93
5-May-23,Completed,claim,229965.53,0.09,208917,208917,21048.53,452,0,13000,125,0,195792,197728.49,32237.04,229965.53,0,227415.52,2550.01,227415.52,229965.53,229965.53,0.22,0.72
5-May-23,Completed,claim,21480.7,0.07,20030.66,0,1450.04,35,0,0,125,0,19905.66,20671.7,809,21480.7,0,21265.89,214.81,21265.89,21480.7,21480.7,0.32,0.98
5-May-23,Completed,claim,116504.17,0.05,110678.96,0,5825.21,215,6871,0,125,0,103682.96,114757.27,1746.9,116504.17,0,115281.21,1222.96,115281.21,116504.17,116504.17,0.21,0.5
5-May-23,Completed,claim,8597.2,0.05,8167.34,0,429.86,8,0,0,0,0,8167.34,8597.2,0,8597.2,0,8510.13,87.07,8510.13,8597.2,8597.2,0.25,0.57
5-May-23,Completed,claim,35927.78,0.05,34131.39,0,1796.39,50,0,0,0,0,34131.39,35801.09,126.69,35927.78,0,35553.01,374.77,35553.01,35927.78,35927.78,0.2,0.33
5-May-23,Completed,claim,12370.12,0.05,11751.61,0,618.51,17,0,0,0,0,11751.61,12370.12,0,12370.12,0,12244.06,126.06,12244.06,12370.12,12370.12,0.25,0.58
5-May-23,Completed,claim,10198.6,0.07,9449.69,0,748.91,17,0,0,125,0,9324.69,10197.5,1.1,10198.6,0,10096.61,101.99,10096.61,10198.6,10198.6,0.32,0.73
8-May-23,Completed,claim,16633,0.07,15500.26,0,1132.74,25,0,0,125,0,15375.26,14875.56,1757.44,16633,0,16466.67,166.33,16466.67,16633,16633,0.32,0.72
9-May-23,Completed,claim,19530.04,0.07,18245.09,0,1284.95,28,4895,0,125,0,13225.09,19076.46,453.58,19530.04,0,19331.43,198.61,19331.43,19530.04,19530.04,0.32,0.74
9-May-23,Completed,claim,88738.63,0.07,82813.36,0,5925.27,974,0,0,125,0,82688.36,51877.77,36860.86,88738.63,0,87704.17,1034.46,87704.17,88738.63,88738.63,0.22,0.3
10-May-23,Completed,claim,14838.6,0.07,13825.16,0,1013.44,28,0,0,125,0,13700.16,13937.5,901.1,14838.6,0,14684.26,154.34,14684.26,14838.6,14838.6,0.32,0.61
11-May-23,Completed,claim,14499.64,0.07,13514.78,0,984.86,21,0,0,125,0,13389.78,13938.1,561.54,14499.64,0,14354.64,145,14354.64,14499.64,14499.64,0.32,1.11
11-May-23,Completed,claim,45958.69,0.06,43025.3,0,2933.39,288,0,0,125,0,42900.3,41140.26,4818.43,45958.69,0,45492.33,466.36,45492.33,45958.69,45958.69,0.26,0.43
11-May-23,Completed,claim,31216.51,0.06,29363.91,0,1852.6,89,14620,0,125,0,14618.91,24056.26,7160.25,31216.51,0,30889.33,327.18,30889.33,31216.51,31216.51,0.27,0.65
11-May-23,Completed,claim,64444.3,0.06,60513.2,0,3931.1,81,7612,0,125,0,52776.2,62013,2431.3,64444.3,0,63640.08,804.22,63640.08,64444.3,64444.3,0.26,0.25
11-May-23,Completed,claim,100703.3,0.05,95668.13,0,5035.17,159,5866,0,125,0,89677.13,99872.6,830.7,100703.3,0,99652.72,1050.58,99652.72,100703.3,100703.3,0.21,0.48
11-May-23,Completed,claim,37426.05,0.05,35554.75,0,1871.3,19,0,0,0,0,35554.75,37020.6,405.45,37426.05,0,37045.71,380.34,37045.71,37426.05,37426.05,0.23,0.45
11-May-23,Completed,claim,5117.6,0.05,4861.72,0,255.88,5,0,0,0,0,4861.72,5057.6,60,5117.6,0,5063.74,53.86,5063.74,5117.6,5117.6,0.2,0.34
11-May-23,Completed,claim,9372.3,0.05,8903.68,0,468.62,22,0,0,0,0,8903.68,9294.3,78,9372.3,0,9272.74,99.56,9272.74,9372.3,9372.3,0.18,0.23
12-May-23,Completed,claim,51992.35,0.08,47960.83,30122.32,4031.52,791,6243,0,125,0,41592.83,47966.6,4025.75,51992.35,0,51365.12,627.23,51365.12,51992.35,51992.35,0.23,0.38
12-May-23,Completed,claim,8844.34,0.06,8277.28,0,567.06,14,0,0,125,0,8152.28,8843.48,0.86,8844.34,0,8755.9,88.44,8755.9,8844.34,8844.34,0.32,0.67
15-May-23,Completed,claim,36347.61,0.07,33897.73,0,2449.88,57,1657,0,125,0,32115.73,34392.08,1955.53,36347.61,0,35984.13,363.48,35984.13,36347.61,36347.61,0.32,0.88
15-May-23,Completed,claim,422550,0.05,401422.5,0,21127.5,48,0,0,125,0,401297.5,422550,0,422550,0,418184.25,4365.75,418184.25,422550,422550,0.22,0.42
16-May-23,Completed,claim,9674.54,0.07,8989.69,0,684.85,14,0,0,125,0,8864.69,9223.87,450.67,9674.54,0,9577.79,96.75,9577.79,9674.54,9674.54,0.32,0.88
17-May-23,Completed,claim,15704.16,0.07,14660.98,0,1043.18,24,0,0,125,0,14535.98,15702.4,1.76,15704.16,0,15547.12,157.04,15547.12,15704.16,15704.16,0.32,0.7
17-May-23,Completed,claim,38539.76,0.05,36454.87,0,2084.89,110,18330,0,125,0,17999.87,32282.85,6256.91,38539.76,0,38140.36,399.4,38140.36,38539.76,38539.76,0.24,0.59
17-May-23,Completed,claim,165146.9,0.06,155072.94,0,10073.96,54,10155,0,125,0,144792.94,144668.5,20478.4,165146.9,0,163083.35,2063.55,163083.35,165146.9,165146.9,0.26,0.3
18-May-23,Completed,claim,12733.04,0.07,11894.14,0,838.9,19,0,0,125,0,11769.14,12282.6,450.44,12733.04,0,12605.71,127.33,12605.71,12733.04,12733.04,0.32,1.46
18-May-23,Completed,claim,64102.83,0.06,60256.66,0,3846.17,578,0,0,125,0,60131.66,61359.24,2743.59,64102.83,0,63422.46,680.37,63422.46,64102.83,64102.83,0.27,1.34
19-May-23,Completed,claim,12148.8,0.06,11359.74,0,789.06,21,0,0,125,0,11234.74,11887.3,261.5,12148.8,0,12026.2,122.6,12026.2,12148.8,12148.8,0.32,0.97
19-May-23,Completed,claim,61020.26,0.05,57969.25,0,3051.01,571,10767,0,125,0,47077.25,61020.26,0,61020.26,0,60410.06,610.2,60410.06,61020.26,61020.26,0.23,0.78
19-May-23,Completed,claim,51017.45,0.05,48466.58,0,2550.87,109,0,0,125,0,48341.58,50898.12,119.33,51017.45,0,50456.71,560.74,50456.71,51017.45,51017.45,0.21,0.62
19-May-23,Completed,claim,5781.5,0.05,5492.43,0,289.07,14,0,0,0,0,5492.43,5781.49,0.01,5781.5,0,5722.12,59.38,5722.12,5781.5,5781.5,0.25,1.11
22-May-23,Completed,claim,34825.73,0.07,32397,0,2428.73,53,0,0,125,0,32272,33774.58,1051.15,34825.73,0,34472.08,353.65,34472.08,34825.73,34825.73,0.32,0.93
22-May-23,Completed,claim,35371.64,0.06,33115.59,0,2256.05,213,0,0,125,0,32990.59,32833.62,2538.02,35371.64,0,34951.17,420.47,34951.17,35371.64,35323.64,0.25,0.36
22-May-23,Completed,claim,46868.63,0.06,44056.51,44056.51,2812.12,369,0,3000,0,0,41056.51,46321.5,547.13,46868.63,0,46517.16,351.47,46517.16,46868.63,46868.63,0.19,0.34
23-May-23,Completed,claim,11348.64,0.07,10608.53,0,740.11,19,0,0,125,0,10483.53,11344.4,4.24,11348.64,0,11235.15,113.49,11235.15,11348.64,11348.64,0.32,0.96
23-May-23,Completed,claim,40117.08,0.05,37959.68,0,2157.4,65,19000,0,125,0,18834.68,34128.33,5988.75,40117.08,0,39693.87,423.21,39693.87,40117.08,40117.08,0.23,0.5
23-May-23,Completed,claim,209498.67,0.08,192425.05,192425.05,17073.62,2081,55626,0,125,0,136674.05,189112.23,20386.44,209498.67,0,206602.01,2896.66,206602.01,209498.67,209498.67,0.21,0.43
24-May-23,Completed,claim,11442.56,0.07,10672.23,0,770.33,19,0,0,125,0,10547.23,10864.9,577.66,11442.56,0,11328.13,114.43,11328.13,11442.56,11442.56,0.32,1.03
24-May-23,Completed,claim,128115.5,0.06,120300.45,0,7815.05,75,1179,0,125,0,118996.45,121280,6835.5,128115.5,0,126512.29,1603.21,126512.29,128115.5,128115.5,0.26,0.31
25-May-23,Completed,claim,13235.6,0.07,12371.86,0,863.74,20,0,0,125,0,12246.86,12503.2,732.4,13235.6,0,13103.24,132.36,13103.24,13235.6,13235.6,0.32,1
26-May-23,Completed,claim,12270.72,0.07,11419.85,0,850.87,20,0,0,125,0,11294.85,12268.97,1.75,12270.72,0,12148.01,122.71,12148.01,12270.72,12270.72,0.32,0.7
