ID,Reference,Deal date,Status,Product,Provider,Group,Purchase value,Discount,Purchase price,New business,Gross revenue,Claim count,Reinvestment,Setup fee,Other fee,Adjustments,Release amount,Paid by insurance,Denied by insurance,Received insurance response,Pending insurance response,Expected collection days,Expected total,Provisions,Expected till date,Collection days so far,Collected till date,Collected till date by owner,Expected IRR,Actual IRR,Actual IRR for owner,VAT on purchased assets,VAT on fees,Owner,Released from,FundStatus,AccountManager,SalesManager,Expected in 30 days,Expected in 60 days,Expected in 90 days,Expected in 120 days,Expected in 150 days,Expected in 180 days,Expected in 210 days,Expected in 240 days,Expected in 270 days,Expected in 300 days,Expected in 330 days,Expected in 360 days,Expected in 390 days,Actual in 30 days,Actual in 60 days,Actual in 90 days,Actual in 120 days,Actual in 150 days,Actual in 180 days,Actual in 210 days,Actual in 240 days,Actual in 270 days,Actual in 300 days,Actual in 330 days,Actual in 360 days,Actual in 390 days
668fdfb6a6802a3f028ef193,2407/002653/NEO-ALQUOZ/0032,11 Jul 2024,Completed,claim,NEO-ALQUOZ,NEO GROUP,1763.26,0.06,1650.37,0,112.89,24,0,0,0,0,1650.37,1763.26,0,1763.26,0,136,1754.44,8.82,1754.44,52,1763.26,1763.26,0.17,0.54,0.54,5.38,0,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,63.82,527.1,930.41,1076.46,1405,1731.75,1751.25,1752.72,1752.72,1752.78,1753.09,1754.45,0,1597.83,1731.07,1731.07,1731.07,1731.07,1763.26,1763.26,1763.26,1763.26,1763.26,1763.26,1763.26
668fdfb6a6802a3f028ef194,2407/002654/NEO-DIP/0035,11 Jul 2024,Completed,claim,NEO-DIP,NEO GROUP,8764.15,0.06,8198.54,0,565.61,257,0,0,0,0,8198.54,8642.28,121.87,8764.15,0,127,8720.28,43.87,8720.28,54,8764.15,8680.99,0.18,0.55,0.49,26.93,0,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,298.69,2805.97,5327.82,6201.14,7413.11,8635.34,8709.37,8714.65,8714.65,8714.83,8715.82,8720.28,824.23,6217.04,8664.9,8664.9,8664.9,8664.9,8680.99,8680.99,8680.99,8680.99,8680.99,8680.99,8680.99
668fdfb6a6802a3f028ef195,2407/002655/NEO-QUSAIS/0037,11 Jul 2024,Completed,claim,NEO-QUSAIS,NEO GROUP,26007.33,0.06,24353.79,0,1653.54,536,0,0,0,0,24353.79,26007.11,0.22,26007.33,0,128,25877.18,130.15,25877.18,49,26007.33,25929,0.18,0.58,0.57,78.74,0,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,1036.25,8776.8,15404.17,17959.27,21813.49,25605.47,25839.86,25858.01,25858.01,25858.63,25862.02,25877.21,601.96,21748.23,25493.28,25493.28,25493.28,25929,25929,25929,25929,25929,25929,25929,25929
6690d905a6802a3f028ef84c,2407/002656/EXCELLENT/0035,12 Jul 2024,Completed,claim,EXCELLENT,EXCELLENT,12557,0.06,11862.3,0,694.7,123,0,0,125,0,11737.3,10242.34,2314.66,12557,0,88,12495.18,61.82,12495.18,54,12557,12557,0.22,0.44,0.44,33.08,5.95,SPV3,SPV3,Completed,Sami Herbawi,Said A S,0,2981.67,7783.69,11398.39,12434.84,12443.66,12445.03,12449.13,12460.65,12468.05,12473.65,12480.26,12495.17,443.23,11349.39,11525.98,11525.98,11863.44,12055.44,12055.44,12055.44,12055.44,12055.44,12557,12557,12557
6690da31a6802a3f028ef8c9,2407/002657/INTERCARE/0020,12 Jul 2024,Completed,claim,INTERCARE,INTERCARE,73215.28,0.04,70469.71,0,2745.57,196,5422,0,125,0,64922.71,71041.52,2173.76,73215.28,0,93,72849.2,366.08,72849.2,70,73215.28,73215.28,0.13,0.19,0.15,130.74,5.95,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,6400.66,59469.67,61960.61,62189.93,63717.6,68761.42,71988.4,72806.73,72830.12,72830.12,72830.12,72849.21,1627.12,1627.12,71850.16,73215.28,73215.28,73215.28,73215.28,73215.28,73215.28,73215.28,73215.28,73215.28,73215.28
6694ddb9a6802a3f028ef98f,2407/002658/KEERTHI/0002,15 Jul 2024,Completed,claim,KEERTHI,KEERTHI,33564.22,0.06,31550.37,31550.37,2013.85,219,0,0,125,0,31425.37,31294.66,2269.56,33564.22,0,115,33396.4,167.82,33396.4,33,33564.22,33564.22,0.18,0.87,0.87,95.9,5.95,SPV3,SPV3,Completed,Sami Herbawi,Said A S,0,303.36,8830.14,21745.56,30191.72,33396.4,33396.4,33396.4,33396.4,33396.4,33396.4,33396.4,33396.4,23881.86,33533.34,33533.34,33533.34,33533.34,33533.34,33533.34,33533.34,33533.34,33533.34,33564.22,33564.22,33564.22
6694fc56a6802a3f028efa6c,2407/002659/AFAQ/0043,15 Jul 2024,Completed,claim,AFAQ,AFAQ,214800,0.04,205671,0,9129,42,0,0,125,0,205546,214800,0,214800,0,80,213726,1074,213726,63,214800,214800,0.18,0.27,0.27,434.71,5.95,SPV3,SPV3,Completed,Sami Herbawi,Said A S,0,45907.21,169137.28,210438.41,213655.12,213655.12,213655.12,213655.12,213655.12,213655.12,213655.12,213655.12,213726,0,125250,144150,214800,214800,214800,214800,214800,214800,214800,214800,214800,214800
6694fe17a6802a3f028efa98,2407/002660/SHEFAA/0018,15 Jul 2024,Completed,claim,SHEFAA,SHEFAA,32740.26,0.05,31168.73,0,1571.53,23,0,0,125,0,31043.73,31896.12,844.14,32740.26,0,86,32576.56,163.7,32576.56,32,32740.26,32740.26,0.19,0.67,0.67,74.83,5.95,SPV3,SPV3,Completed,Sami Herbawi,Said A S,0,1480.6,24173.76,32555.27,32573.23,32576.55,32576.55,32576.55,32576.55,32576.55,32576.55,32576.55,32576.55,24068.26,32740.26,32740.26,32740.26,32740.26,32740.26,32740.26,32740.26,32740.26,32740.26,32740.26,32740.26,32740.26
6695001ba6802a3f028efab1,2407/002661/TRANSFORM/0077,15 Jul 2024,Completed,claim,TRANSFORM,TRANSFORM,60619.84,0.06,57231.78,0,3388.06,143,3590,0,125,0,53516.78,51543.34,9076.5,60619.84,0,95,60411.12,208.72,60411.12,45,60619.84,60619.84,0.21,0.54,0.55,161.34,5.95,SPV2,SPV2,Completed,Sami Herbawi,Said A S,0,16069.44,37279.5,47751.56,56928.57,59469.67,60323.82,60401.2,60411.11,60411.11,60411.11,60411.11,60411.11,7899.67,53628.75,57989.98,60367.34,60367.34,60367.34,60367.34,60367.34,60367.34,60367.34,60367.34,60367.34,60619.84
669506b4a6802a3f028efb42,2407/002662/ZNEEM-ABUDHABI/0027,15 Jul 2024,Completed,claim,ZNEEM-ABUDHABI,ZNEEM PHARMACIES,6594.69,0.05,6245.17,0,349.52,32,0,0,125,0,6120.17,6594.69,0,6594.69,0,113,6543.87,50.82,6543.87,71,6594.69,6594.69,0.15,0.3,0.29,16.64,5.95,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,342.31,1916.89,4948.21,5481.32,5841.88,6347.28,6460.43,6511.61,6515.15,6516.69,6518.11,6543.87,0,0,6594.69,6594.69,6594.69,6594.69,6594.69,6594.69,6594.69,6594.69,6594.69,6594.69,6594.69
669506b4a6802a3f028efb43,2407/002663/ZNEEM-NEEM-AJMAN/0013,15 Jul 2024,Completed,claim,ZNEEM-NEEM-AJMAN,ZNEEM PHARMACIES,1120.86,0.05,1061.45,0,59.41,5,0,0,0,0,1061.45,1120.86,0,1120.86,0,113,1112.22,8.64,1112.22,44,1120.86,1120.86,0.15,0.52,0.52,2.83,0,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,58.18,325.8,841.02,931.62,992.9,1078.79,1098.02,1106.72,1107.32,1107.58,1107.82,1112.2,150.08,1120.86,1120.86,1120.86,1120.86,1120.86,1120.86,1120.86,1120.86,1120.86,1120.86,1120.86,1120.86
669506b4a6802a3f028efb44,2407/002664/ZNEEM-RUKN/0017,15 Jul 2024,Completed,claim,ZNEEM-RUKN,ZNEEM PHARMACIES,2946.89,0.05,2790.7,0,156.19,8,0,0,0,0,2790.7,2946.89,0,2946.89,0,113,2924.18,22.71,2924.18,51,2946.89,2946.89,0.15,0.44,0.43,7.44,0,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,152.96,856.58,2211.15,2449.38,2610.5,2836.34,2886.9,2909.77,2911.35,2912.04,2912.68,2924.19,177.75,2468.09,2946.89,2946.89,2946.89,2946.89,2946.89,2946.89,2946.89,2946.89,2946.89,2946.89,2946.89
669506b4a6802a3f028efb45,2407/002665/ZNEEM-SHAJARAT/0032,15 Jul 2024,Completed,claim,ZNEEM-SHAJARAT,ZNEEM PHARMACIES,3467.59,0.05,3283.81,0,183.78,65,0,0,0,0,3283.81,3467.59,0,3467.59,0,113,3440.87,26.72,3440.87,38,3467.59,3467.59,0.15,0.62,0.61,8.75,0,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,180,1007.94,2601.85,2882.17,3071.76,3337.5,3397,3423.91,3425.77,3426.58,3427.33,3440.87,0,3467.59,3467.59,3467.59,3467.59,3467.59,3467.59,3467.59,3467.59,3467.59,3467.59,3467.59,3467.59
669506b4a6802a3f028efb46,2407/002666/ZNEEM-AYAZ/0039,15 Jul 2024,Completed,claim,ZNEEM-AYAZ,ZNEEM PHARMACIES,7061.31,0.05,6687.06,0,374.25,49,0,0,0,0,6687.06,7061.31,0,7061.31,0,113,7006.9,54.41,7006.9,39,7061.31,7061.31,0.15,0.6,0.58,17.82,0,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,366.54,2052.55,5298.34,5869.17,6255.24,6796.39,6917.55,6972.34,6976.13,6977.77,6979.29,7006.87,0,7061.31,7061.31,7061.31,7061.31,7061.31,7061.31,7061.31,7061.31,7061.31,7061.31,7061.31,7061.31
669506b4a6802a3f028efb47,2407/002667/ZNEEM-TOPCARE/0039,15 Jul 2024,Completed,claim,ZNEEM-TOPCARE,ZNEEM PHARMACIES,5942.21,0.05,5627.27,0,314.94,45,0,0,0,0,5627.27,5942.21,0,5942.21,0,113,5896.42,45.79,5896.42,43,5942.21,5942.21,0.15,0.54,0.51,15,0,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,308.44,1727.23,4458.61,4938.98,5263.87,5719.26,5821.22,5867.33,5870.52,5871.9,5873.18,5896.39,1950.2,5213.7,5942.21,5942.21,5942.21,5942.21,5942.21,5942.21,5942.21,5942.21,5942.21,5942.21,5942.21
669506b4a6802a3f028efb48,2407/002668/ZNEEM-MAWJOOD/0041,15 Jul 2024,Completed,claim,ZNEEM-MAWJOOD,ZNEEM PHARMACIES,18504.2,0.05,17523.48,0,980.72,103,0,0,0,0,17523.48,18504.2,0,18504.2,0,113,18361.62,142.58,18361.62,37,18504.2,18504.2,0.15,0.65,0.65,46.7,0,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,960.51,5378.69,13884.32,15380.19,16391.9,17810,18127.49,18271.09,18281.03,18285.34,18289.34,18361.63,464.71,18504.2,18504.2,18504.2,18504.2,18504.2,18504.2,18504.2,18504.2,18504.2,18504.2,18504.2,18504.2
66950fd2a6802a3f028efc7d,2407/002669/ZIA/0005,15 Jul 2024,Completed,claim,ZIA,ZIA,81079.35,0.05,76822.68,0,4256.67,219,5560,0,125,0,71137.68,74300.43,6778.92,81079.35,0,103,80553.64,525.71,80553.64,64,81079.35,81079.35,0.17,0.33,0.33,202.7,5.95,SPV3,SPV3,Completed,Sami Herbawi,Ashly Jacob,0,4021.28,38784.23,62724.57,75042.09,78803.95,80244.4,80244.4,80244.4,80244.4,80244.4,80244.4,80553.61,0,50546.35,67133.72,73464.26,73464.26,81079.35,81079.35,81079.35,81079.35,81079.35,81079.35,81079.35,81079.35
66951271a6802a3f028efd5a,2407/002670/MARHABA/0054,15 Jul 2024,Completed,claim,MARHABA,MARHABA GROUP,24199.52,0.06,22840.54,0,1358.98,28,0,0,125,0,22715.54,24199.52,0,24199.52,0,74,24077.89,121.63,24077.89,21,24199.52,24199.52,0.28,1.19,1.12,64.71,5.95,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,9615.13,20740.44,22998.02,23573.97,23671.61,24049.85,24051.92,24061.49,24062.55,24071.13,24071.13,24077.88,11887.14,24199.52,24199.52,24199.52,24199.52,24199.52,24199.52,24199.52,24199.52,24199.52,24199.52,24199.52,24199.52
66951271a6802a3f028efd5b,2407/002671/JULFAR/0045,15 Jul 2024,Completed,claim,JULFAR,MARHABA GROUP,15133.84,0.06,14251.04,0,882.8,15,0,0,0,0,14251.04,15133.84,0,15133.84,0,84,15056.63,77.21,15056.63,50,15133.84,15133.84,0.25,0.51,0.51,42.04,0,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,1799.05,12266.92,14140.68,14714.99,14839.29,15016.13,15019.63,15035.79,15037.58,15052.08,15052.08,15056.66,1925.1,12651.55,12651.55,12651.55,15133.84,15133.84,15133.84,15133.84,15133.84,15133.84,15133.84,15133.84,15133.84
66951271a6802a3f028efd5c,2407/002672/JABAL/0044,15 Jul 2024,Completed,claim,JABAL,MARHABA GROUP,7632.53,0.06,7176.36,0,456.17,17,0,0,0,0,7176.36,7632.53,0,7632.53,0,89,7594.01,38.52,7594.01,37,7632.53,7632.53,0.24,0.75,0.66,21.72,0,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,738.64,5673.16,6961.37,7297.49,7354.1,7577.82,7579.01,7584.49,7585.1,7590.02,7590.02,7594.01,3066.57,7632.53,7632.53,7632.53,7632.53,7632.53,7632.53,7632.53,7632.53,7632.53,7632.53,7632.53,7632.53
66951271a6802a3f028efd5d,2407/002673/AHD/0030,15 Jul 2024,Completed,claim,AHD,MARHABA GROUP,22596.96,0.06,21214.03,0,1382.93,14,0,0,0,0,21214.03,22596.96,0,22596.96,0,93,22484.25,112.71,22484.25,49,22596.96,22596.96,0.24,0.55,0.53,65.85,0,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,1678.89,15153.44,20072.89,21216.85,21369.37,22447.79,22449.46,22457.18,22458.04,22464.96,22464.96,22484.25,5875.53,19515.28,19515.28,19515.28,22596.96,22596.96,22596.96,22596.96,22596.96,22596.96,22596.96,22596.96,22596.96
66951271a6802a3f028efd5e,2407/002674/JADEEDA/0041,15 Jul 2024,Completed,claim,JADEEDA,MARHABA GROUP,9523.09,0.06,8952.77,0,570.32,12,0,0,0,0,8952.77,9523.09,0,9523.09,0,89,9475.08,48.01,9475.08,35,9523.09,9523.09,0.24,0.82,0.71,27.16,0,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,903.41,7019.56,8666.44,9091.15,9161.24,9455.28,9456.7,9463.23,9463.95,9469.81,9469.81,9475.06,4974.15,9523.09,9523.09,9523.09,9523.09,9523.09,9523.09,9523.09,9523.09,9523.09,9523.09,9523.09,9523.09
669642982fb498434f923f5f,2407/002675/ALAFDAL/0074,16 Jul 2024,Completed,claim,ALAFDAL,ALAFDAL,45161.99,0.06,42554.25,0,2607.74,341,223,0,125,0,42206.25,42347.42,2814.56,45161.98,0.01,101,44936.17,225.82,44936.17,116,45161.98,45161.98,0.2,0.2,0.2,124.18,5.95,SPV3,SPV3,Completed,Sami Herbawi,Ashly Jacob,0,6308.98,28344.95,36333.23,41480.12,42547.54,43209.95,43767.15,43956.24,44141.77,44702.43,44866.02,44936.17,7251.84,21220.75,29049.15,29824.71,29884.71,31058.31,38170.15,41202.95,41222.95,41222.95,41222.95,41222.95,42758.58
6698d4a85fe02c8da7df5992,2407/002676/EXCELLENT/0036,18 Jul 2024,Completed,claim,EXCELLENT,EXCELLENT,9297.54,0.06,8773.59,0,523.95,91,0,0,125,0,8648.59,8027.39,1270.15,9297.54,0,90,9252.83,44.71,9252.83,64,9297.54,9297.54,0.22,0.37,0.37,24.95,5.95,SPV3,SPV3,Completed,Sami Herbawi,Said A S,0,2066.01,5776.59,8323.19,9011.99,9116.52,9156.73,9167.78,9188.94,9202.62,9212.97,9225.19,9252.82,4268.71,5841.04,7831.98,7984.98,8920.27,8920.27,8920.27,8920.27,8920.27,9196.54,9196.54,9196.54,9297.54
669902ffa724ba4f6122e323,2407/002678/DISC-DHCC/0043,18 Jul 2024,Completed,claim,DISC-DHCC,DISC GROUP,22142.25,0.05,21035.14,0,1107.11,72,0,0,125,0,20910.14,21242.25,900,22142.25,0,87,22031.54,110.71,22031.54,128,22142.25,22142.25,0.2,0.16,0.15,52.72,5.95,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,7187.75,15782.15,18344.91,19636.61,21132.58,21999.31,22000.87,22000.87,22000.87,22031.06,22031.06,22031.54,7633.75,15264.75,15864.75,16764.75,17064.75,17064.75,17064.75,17934.75,17934.75,17934.75,17934.75,17934.75,17934.75
669902ffa724ba4f6122e324,2407/002679/DISC-DMCC/0042,18 Jul 2024,Completed,claim,DISC-DMCC,DISC GROUP,31108,0.05,29552.6,0,1555.4,101,0,0,0,0,29552.6,30508,600,31108,0,76,30952.46,155.54,30952.46,31,31108,31108,0.23,0.75,0.59,74.07,0,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,13712.72,25985.6,28516.2,29353.1,30314.87,30854.58,30855.55,30855.55,30855.55,30950.73,30950.73,30952.45,20362,29614.5,29614.5,30200.5,31108,31108,31108,31108,31108,31108,31108,31108,31108
669903b9a724ba4f6122e3d3,2407/002680/UAR-ALWASL/0028,18 Jul 2024,Completed,claim,UAR-ALWASL,UP AND RUNNING GROUP,169812.69,0.04,162171.12,0,7641.57,286,0,0,125,0,162046.12,160983.85,8828.84,169812.69,0,77,168963.64,849.05,168963.64,44,169812.69,169812.69,0.2,0.43,0.43,363.88,5.95,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,40186.3,147711.2,166853.01,168943.91,168943.91,168943.91,168943.91,168943.91,168943.91,168943.91,168943.91,168963.65,58977.67,159623.92,159623.92,168451.63,168451.63,168451.63,168451.63,168451.63,168451.63,169812.69,169812.69,169812.69,169812.69
669903b9a724ba4f6122e3d4,2407/002681/UAR-EGC/0020,18 Jul 2024,Completed,claim,UAR-EGC,UP AND RUNNING GROUP,6877.8,0.04,6568.3,0,309.5,14,0,0,0,0,6568.3,6391.22,486.58,6877.8,0,78,6843.41,34.39,6843.41,34,6877.8,6877.8,0.2,0.59,0.59,14.74,0,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,1484.04,5868.12,6750.62,6842.54,6842.54,6842.54,6842.54,6842.54,6842.54,6842.54,6842.54,6843.41,3713.85,6877.8,6877.8,6877.8,6877.8,6877.8,6877.8,6877.8,6877.8,6877.8,6877.8,6877.8,6877.8
669903b9a724ba4f6122e3d5,2407/002682/UAR-DIFC/0024,18 Jul 2024,Completed,claim,UAR-DIFC,UP AND RUNNING GROUP,21821.18,0.04,20839.23,0,981.95,39,0,0,0,0,20839.23,20607.67,1213.51,21821.18,0,77,21712.08,109.1,21712.08,36,21821.18,21821.18,0.2,0.53,0.53,46.76,0,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,4878.96,18864.89,21420.68,21709.35,21709.35,21709.35,21709.35,21709.35,21709.35,21709.35,21709.35,21712.09,10291.25,21387.18,21821.18,21821.18,21821.18,21821.18,21821.18,21821.18,21821.18,21821.18,21821.18,21821.18,21821.18
66993093a724ba4f6122e585,2407/002683/UNIQUE/0009,18 Jul 2024,Completed,claim,UNIQUE,UNIQUE,291900,0.05,278764.5,0,13135.5,95,7950,0,125,0,270689.5,289800,2100,291900,0,68,290440.5,1459.5,290440.5,46,291900,291900,0.23,0.4,0.4,625.5,5.95,SPV2,SPV2,Completed,Sami Herbawi,Said A S,0,142709.29,260407.88,290203.24,290203.24,290203.24,290203.24,290203.24,290203.24,290203.24,290203.24,290203.24,290440.49,2100,289200,289200,291900,291900,291900,291900,291900,291900,291900,291900,291900,291900
669a13ada724ba4f6122e5e6,2407/002684/INTERCARE/0021,19 Jul 2024,Completed,claim,INTERCARE,INTERCARE,23054.8,0.04,22190.24,0,864.56,66,2421,0,125,0,19644.24,22523.44,531.36,23054.8,0,74,22939.53,115.27,22939.53,63,23054.8,23054.8,0.17,0.22,0.15,41.17,5.95,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,18050.95,18732.31,18989.12,20000.71,21443.34,22665.94,22923.88,22929.84,22933.63,22933.63,22933.63,22939.53,455.04,455.04,23054.8,23054.8,23054.8,23054.8,23054.8,23054.8,23054.8,23054.8,23054.8,23054.8,23054.8
669a2edaa724ba4f6122ea8a,2407/002686/CENTRAL/0009,19 Jul 2024,Completed,claim,CENTRAL,CENTRAL,125793.26,0.04,120375.92,0,5417.34,556,6057,0,125,0,114193.92,119328.52,6464.74,125793.26,0,81,125164.23,629.03,125164.23,45,125793.26,125793.26,0.18,0.39,0.39,257.97,5.95,SPV3,SPV3,Completed,Sami Herbawi,Ashly Jacob,0,27528.84,97967.59,120982.61,123551.38,124959.28,125057.53,125057.53,125099.87,125099.87,125099.87,125099.87,125164.22,41326.98,120748.41,121538.41,122841.1,122841.1,123032.1,123032.1,123032.1,124590.1,124590.1,125793.26,125793.26,125793.26
669a3207a724ba4f6122ed08,2407/002688/SHEFAA/0019,19 Jul 2024,Completed,claim,SHEFAA,SHEFAA,22262.29,0.05,21194.28,185.63,1068.01,21,0,0,125,0,21069.28,22262.29,0,22262.29,0,85,22150.98,111.31,22150.98,31,22262.29,22262.29,0.19,0.7,0.71,50.86,5.95,SPV3,SPV3,Completed,Sami Herbawi,Said A S,0,1342.99,16363.3,22062.94,22137.23,22150.98,22150.98,22150.98,22150.98,22150.98,22150.98,22150.98,22150.98,15367.79,22262.29,22262.29,22262.29,22262.29,22262.29,22262.29,22262.29,22262.29,22262.29,22262.29,22262.29,22262.29
669a440ea724ba4f6122ed1f,2407/002689/BUPA/0013,19 Jul 2024,Completed,claim,BUPA,BUPA,234848.66,0.05,224045.62,0,10803.04,119,0,0,125,0,223920.62,234848.66,0,234848.66,0,84,233674.4,1174.26,233674.4,32,234848.66,234848.66,0.19,0.64,0.64,514.43,5.95,SPV3,SPV3,Completed,Sami Herbawi,Ashly Jacob,0,12291.59,182883.35,231225.2,233601.29,233647.15,233647.15,233647.15,233647.15,233647.15,233647.15,233647.15,233674.42,152731.09,234794.14,234794.14,234794.14,234848.66,234848.66,234848.66,234848.66,234848.66,234848.66,234848.66,234848.66,234848.66
669e6141a724ba4f6122ed99,2407/002690/SALWATY/0001,22 Jul 2024,Completed,claim,SALWATY,SALWATY,131058,0.06,123194.52,123194.52,7863.48,7,0,2000,125,0,121069.52,72072,58986,131058,0,126,130402.71,655.29,130402.71,38,131058,131058,0.17,0.75,0.75,374.45,101.19,SPV3,SPV3,Completed,Sami Herbawi,Mina Beshai,0,8918.92,8918.92,68798.05,103308.57,130402.71,130402.71,130402.71,130402.71,130402.71,130402.71,130402.71,130402.71,58986,131058,131058,131058,131058,131058,131058,131058,131058,131058,131058,131058,131058
669e62aea724ba4f6122eda2,2407/002691/ALPINE/0016,22 Jul 2024,Completed,claim,ALPINE,ALPINE,844777.55,0.05,806762.56,0,38014.99,3298,6732,0,125,0,799905.56,840462.15,4315.4,844777.55,0,82,840795.27,3982.28,840795.27,38,844777.55,844777.55,0.19,0.53,0.53,1810.24,5.95,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,123560.5,658476.49,821763.02,840207.98,840482.6,840482.6,840652.47,840670.79,840758.54,840758.54,840795.12,840795.27,545955,791882.3,793386.15,813367.55,813367.55,813367.55,813367.55,826386.35,844777.55,844777.55,844777.55,844777.55,844777.55
669e6615a724ba4f6122fa86,2407/002692/ZNEEM-MAWJOOD/0042,22 Jul 2024,Completed,claim,ZNEEM-MAWJOOD,ZNEEM PHARMACIES,15674.86,0.05,14844.09,0,830.77,82,831,0,125,0,13888.09,15361.03,313.83,15674.86,0,99,15552.3,122.56,15552.3,43,15674.86,15674.86,0.17,0.53,0.53,39.56,5.95,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,913.86,5633.18,13800.76,14930.29,15446.24,15464.39,15468.69,15485.13,15492.33,15495.25,15497.96,15552.3,424.68,15074.79,15074.79,15674.86,15674.86,15674.86,15674.86,15674.86,15674.86,15674.86,15674.86,15674.86,15674.86
669e6616a724ba4f6122fa87,2407/002693/ZNEEM-AYAZ/0040,22 Jul 2024,Completed,claim,ZNEEM-AYAZ,ZNEEM PHARMACIES,11664.59,0.05,11046.37,0,618.22,76,0,0,0,0,11046.37,11664.59,0,11664.59,0,99,11573.39,91.2,11573.39,40,11664.59,11664.59,0.17,0.58,0.58,29.44,0,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,680.06,4191.98,10269.96,11110.5,11494.46,11507.97,11511.17,11523.4,11528.76,11530.94,11532.96,11573.4,1001.89,11664.59,11664.59,11664.59,11664.59,11664.59,11664.59,11664.59,11664.59,11664.59,11664.59,11664.59,11664.59
669e6616a724ba4f6122fa88,2407/002694/ZNEEM-TOPCARE/0040,22 Jul 2024,Completed,claim,ZNEEM-TOPCARE,ZNEEM PHARMACIES,2696.16,0.05,2553.26,0,142.9,49,0,0,0,0,2553.26,2627.53,68.63,2696.16,0,99,2675.2,20.96,2675.2,50,2696.16,2696.16,0.17,0.44,0.41,6.8,0,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,155.37,965.36,2377.42,2568.85,2656.23,2660.1,2661.03,2663.81,2665.03,2665.53,2665.99,2675.2,114.5,2180.78,2306.48,2696.16,2696.16,2696.16,2696.16,2696.16,2696.16,2696.16,2696.16,2696.16,2696.16
669e6616a724ba4f6122fa89,2407/002695/ZNEEM-ABUDHABI/0028,22 Jul 2024,Completed,claim,ZNEEM-ABUDHABI,ZNEEM PHARMACIES,1252.03,0.05,1185.67,0,66.36,2,0,0,0,0,1185.67,1252.03,0,1252.03,0,99,1242.24,9.79,1242.24,42,1252.03,1252.03,0.17,0.55,0.55,3.16,0,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,73,449.95,1102.33,1192.55,1233.76,1235.21,1235.55,1236.86,1237.44,1237.67,1237.89,1242.23,0,1252.03,1252.03,1252.03,1252.03,1252.03,1252.03,1252.03,1252.03,1252.03,1252.03,1252.03,1252.03
669e6616a724ba4f6122fa8a,2407/002696/ZNEEM-ABRAR/0005,22 Jul 2024,Completed,claim,ZNEEM-ABRAR,ZNEEM PHARMACIES,1871.17,0.05,1772,0,99.17,5,0,0,0,0,1772,1871.17,0,1871.17,0,99,1856.54,14.63,1856.54,29,1871.17,1871.17,0.17,0.88,0.86,4.72,0,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,109.09,672.45,1647.45,1782.29,1843.89,1846.06,1846.57,1848.53,1849.39,1849.74,1850.06,1856.55,436.18,1871.17,1871.17,1871.17,1871.17,1871.17,1871.17,1871.17,1871.17,1871.17,1871.17,1871.17,1871.17
669e6616a724ba4f6122fa8b,2407/002697/ZNEEM-SHAJARAT/0033,22 Jul 2024,Completed,claim,ZNEEM-SHAJARAT,ZNEEM PHARMACIES,1407.58,0.05,1332.98,0,74.6,34,0,0,0,0,1332.98,1401.42,6.16,1407.58,0,99,1396.57,11.01,1396.57,42,1407.58,1407.58,0.17,0.55,0.52,3.55,0,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,82.06,505.85,1239.28,1340.71,1387.04,1388.67,1389.06,1390.53,1391.18,1391.44,1391.68,1396.56,0,1382.63,1382.63,1382.63,1382.63,1407.58,1407.58,1407.58,1407.58,1407.58,1407.58,1407.58,1407.58
